code,date,name,lon,lat,row,col,cover_rate,comment
29A0,2021-03-01,潜江勇科考站,70.52420868887054,39.02135992457103,0,0,69,"靳明负责,地址与联系方式: 黑龙江省丽县六枝特刘路z座 308654; yanyin@example.com; 13900045288"
29A3,2021-03-01,台北龙科考站,70.54309390978146,38.993956043311684,0,1,64,"许佳负责,地址与联系方式: 陕西省乌鲁木齐县锡山西宁路I座 943483; yanlai@example.net; 18761656018"
29A4,2021-03-01,沈阳龙科考站,70.56195342164852,38.96654434913079,0,2,64,"罗芳负责,地址与联系方式: 上海市昆明县吉区嘉禾路w座 125102; sunmin@example.net; 15800843845"
29A5,2021-03-01,杭州勇科考站,70.58078725552454,38.93912485540432,0,3,65,"吴欢负责,地址与联系方式: 海南省彬县永川长春街k座 378706; ping53@example.com; 13146950295"
29A58,2021-03-01,兴安盟军科考站,70.59959544242221,38.91169757548469,0,4,65,"刘霞负责,地址与联系方式: 黑龙江省明市金平杭州街V座 296898; kwan@example.net; 15894034922"
29A59,2021-03-01,宁德阳科考站,70.61837801331404,38.88426252270068,0,5,67,"吕萍负责,地址与联系方式: 吉林省桂珍县山亭王路S座 735575; jingtan@example.org; 13566484400"
29A60,2021-03-01,太原斌科考站,70.6371349991324,38.85681971035762,0,6,23,"王玉华负责,地址与联系方式: 台湾省西安市城东谢路S座 706509; li03@example.net; 15662833699"
29A63,2021-03-01,柳州晨科考站,70.65586643076948,38.82936915173734,0,7,23,"孙桂芝负责,地址与联系方式: 湖南省建市翔安钱街y座 727602; wei21@example.com; 18970781753"
29A64,2021-03-01,广州林科考站,70.67457233907732,38.80191086009823,0,8,55,"陈英负责,地址与联系方式: 澳门特别行政区雪县大东关岭路q座 178764; shijuan@example.com; 14571079278"
29A65,2021-03-01,南京利科考站,70.69325275486774,38.7744448486753,0,9,55,"谢雪梅负责,地址与联系方式: 湖北省辽阳县淄川齐齐哈尔路E座 160009; juanzhang@example.org; 13135347417"
29A78,2021-03-01,永安宇科考站,70.71190770891248,38.746971130680286,0,10,65,"王建军负责,地址与联系方式: 浙江省霞市朝阳通辽街f座 754588; fshen@example.net; 15370191647"
29A79,2021-03-01,哈尔滨瑞科考站,70.73053723194295,38.71948971930153,0,11,65,"郭玉华负责,地址与联系方式: 陕西省鹏县秀英关岭路n座 201075; blu@example.net; 15190781997"
29A80,2021-03-01,潮州健科考站,70.74914135465049,38.69200062770421,0,12,60,"伍倩负责,地址与联系方式: 贵州省惠州县高港哈尔滨路f座 270236; juan34@example.net; 15914158395"
29A83,2021-03-01,阜新旭科考站,70.76772010768617,38.66450386903025,0,13,69,"冯海燕负责,地址与联系方式: 台湾省欢市双滦巢湖街w座 555575; dlong@example.com; 18293403943"
29A84,2021-03-01,东莞浩科考站,70.78627352166095,38.63699945639845,0,14,69,"唐成负责,地址与联系方式: 江苏省宜都市滨城尹街F座 414661; chaohe@example.com; 13201781600"
29A85,2021-03-01,通辽龙科考站,70.8048016271455,38.60948740290449,0,15,65,"王文负责,地址与联系方式: 广西壮族自治区兴安盟县和平杜路E座 766416; chenyong@example.com; 15508348629"
29A938,2021-03-01,沈阳明科考站,70.82330445467034,38.58196772162096,0,16,65,"曾秀云负责,地址与联系方式: 宁夏回族自治区秀芳县孝南张路A座 721609; gang62@example.com; 15521479206"
29A939,2021-03-01,淮安阳科考站,70.84178203472577,38.55444042559744,0,17,58,"张凯负责,地址与联系方式: 广西壮族自治区呼和浩特市东丽沈阳街J座 993985; nli@example.net; 18044422389"
29A940,2021-03-01,太原宇科考站,70.86023439776187,38.52690552786054,0,18,58,"谭秀兰负责,地址与联系方式: 安徽省玉市锡山安街V座 908424; chengming@example.com; 18548320457"
29A943,2021-03-01,太原刚科考站,70.87866157418856,38.499363041413936,0,19,5,"赵旭负责,地址与联系方式: 新疆维吾尔自治区乌鲁木齐市城东陈街j座 472468; weina@example.org; 18679339934"
29A944,2021-03-01,太原波科考站,70.8970635943755,38.47181297923838,0,20,65,"蔡峰负责,地址与联系方式: 广东省瑞市萧山王路z座 577794; chenyong@example.com; 18125149436"
29A945,2021-03-01,台北瑞科考站,70.91544048865215,38.444255354291805,0,21,65,"林桂花负责,地址与联系方式: 河北省秀梅市城东席路r座 497535; mchang@example.org; 13417649247"
29A958,2021-03-01,北镇鑫科考站,70.93379228730778,38.41669017950934,0,22,68,"钟建平负责,地址与联系方式: 陕西省凯县城东王街E座 457707; tao29@example.net; 14519279206"
29A959,2021-03-01,海门华科考站,70.95211902059144,38.38911746780334,0,23,68,"陈涛负责,地址与联系方式: 新疆维吾尔自治区丽华县沙湾银川路D座 926963; gang48@example.net; 15298784583"
29A960,2021-03-01,上海伟科考站,70.97042071871194,38.36153723206347,0,24,74,"蒙丽华负责,地址与联系方式: 黑龙江省亮市翔安徐街s座 144040; wei80@example.net; 15197855352"
29A963,2021-03-01,太原宇科考站,70.98869741183793,38.333949485156694,0,25,74,"袁欣负责,地址与联系方式: 重庆市潜江县涪城沈街F座 178772; yongxiong@example.com; 15072136854"
29A964,2021-03-01,辽阳凯科考站,71.00694913009781,38.30635423992738,0,26,74,"赵金凤负责,地址与联系方式: 湖北省燕市花溪银川路U座 669866; esun@example.org; 13442605984"
